Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2020-11-14T02:44:10.623333+00:00,FALSE,,54.641318,-3.548051,,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2020-11-14T09:48:17.636666+00:00,FALSE,,54.939718,-2.738399,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-11-14T11:40:12.380000+00:00,FALSE,,54.492135,-3.59115,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Arrest,FALSE,FALSE
Person search,2020-11-14T16:14:43.253333+00:00,FALSE,,54.331736,-2.739394,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2020-11-14T16:33:08.870000+00:00,FALSE,,54.895307,-2.96517,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,FALSE,FALSE
Person search,2020-11-14T21:58:28.556666+00:00,FALSE,,54.890394,-2.914898,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),,A no further action disposal,TRUE,FALSE
Person search,2020-11-14T22:30:42.556666+00:00,FALSE,,54.882981,-2.908744,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,TRUE,FALSE
Person search,2020-11-14T23:28:17.953333+00:00,FALSE,,54.887758,-2.902055,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,TRUE,FALSE
Person search,2020-11-15T00:43:14.976666+00:00,FALSE,,54.895428,-2.963473,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,TRUE,FALSE
Person search,2020-11-15T00:56:01.713333+00:00,FALSE,,54.893884,-2.96222,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Community resolution,FALSE,FALSE
Person search,2020-11-15T01:06:38.853333+00:00,FALSE,,54.895428,-2.963473,,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Fireworks,A no further action disposal,TRUE,FALSE
Person search,2020-11-15T01:11:23.710000+00:00,FALSE,,54.895428,-2.963473,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Fireworks,A no further action disposal,TRUE,FALSE
Person search,2020-11-15T04:23:33.093333+00:00,FALSE,,54.882356,-2.94123,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-11-15T08:22:47.116666+00:00,FALSE,,54.646052,-3.562969,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person search,2020-11-15T13:53:14.396666+00:00,FALSE,,54.882538,-2.965036,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Community resolution,FALSE,FALSE
Person search,2020-11-15T13:53:26.706666+00:00,FALSE,,54.882538,-2.965036,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,Community resolution,FALSE,FALSE
Person search,2020-11-15T15:29:51.796666+00:00,FALSE,,54.906842,-2.95314,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person search,2020-11-15T15:53:58.580000+00:00,FALSE,,54.645035,-3.551896,,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-11-15T15:58:39.796666+00:00,FALSE,,54.645035,-3.551896,,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-11-15T16:06:10.650000+00:00,FALSE,,54.645035,-3.551896,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2020-11-15T19:45:11.363333+00:00,FALSE,,54.112312,-3.217203,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,FALSE,FALSE
Person search,2020-11-16T00:47:38.370000+00:00,FALSE,,54.882981,-2.908744,,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,FALSE,FALSE
Person search,2020-11-16T01:09:42.306666+00:00,FALSE,,54.642839,-3.550015,,,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,TRUE,FALSE
Person and Vehicle search,2020-11-16T01:54:38.090000+00:00,FALSE,,54.651169,-3.550115,,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,TRUE,FALSE
Person search,2020-11-16T02:01:25.466666+00:00,FALSE,,54.881667,-2.955803,,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
